item_id item_vec price location
122 3,1,1,0.000189,0.620 1432 2
123 3,1,1,0.000136,0.594 1431 2
124 3,1,1,0.000183,0.664 1433 2
125 4,1,1,0.009336,0.673 349 2
126 4,4,1,0.011133,0.645 448 2
127 4,2,1,0.011817,0.628 1117 2
128 4,8,1,0.004463,0.519 1165 2
129 4,0,1,0.008188,0.500 653 2
130 4,0,1,0.012727,0.472 803 2
131 4,7,1,0.005900,0.653 1092 2
132 4,7,1,0.006460,0.532 1557 2
133 4,0,1,0.004755,0.531 1488 2
134 4,0,1,0.003286,0.473 538 2
135 4,0,1,0.003244,0.460 538 2
136 4,0,1,0.004109,0.515 1242 2
137 4,0,1,0.004603,0.554 1242 2
138 4,1,1,0.000355,0.700 894 2
139 4,1,1,0.000200,0.492 896 2
140 4,1,1,0.000231,0.560 894 2
141 4,1,1,0.000199,0.590 895 2
142 4,1,1,0.001010,0.459 887 2
143 4,1,1,0.000194,0.656 896 2
144 4,1,1,0.000240,0.584 895 2
145 4,1,1,0.000545,0.647 895 2
146 4,1,1,0.000115,0.657 894 2
147 4,1,1,0.000239,0.559 896 2
148 1,1,1,0.008558,0.064 2513 3
149 1,4,1,0.004843,0.069 2192 3
150 1,2,1,0.004831,0.047 4079 3
151 1,0,1,0.005039,0.073 549 3
152 1,8,1,0.002150,0.009 2235 3
153 1,0,1,0.003003,0.048 2389 3
154 1,0,1,0.004133,0.062 1788 3
155 1,7,1,0.003286,0.037 3481 3
156 1,7,1,0.001984,0.033 5718 3
157 1,7,1,0.000984,0.013 7272 3
158 1,7,1,0.002295,0.012 11768 3
159 1,0,1,0.007644,0.094 5558 3
160 1,0,1,0.004658,0.070 9682 3
161 1,3,1,0.003498,0.087 2729 3
162 1,3,1,0.001682,0.037 4879 3
163 1,9,1,0.002253,0.051 1619 3
164 1,6,1,0.025647,0.439 3777 3
165 1,0,1,0.002825,0.036 2224 3
166 1,0,1,0.003389,0.042 631 3
167 1,0,1,0.002107,0.015 2873 3
168 1,0,1,0.001404,0.007 2000 3
169 1,0,1,0.001186,0.002 8000 3
170 1,0,1,0.004389,0.049 2495 3
171 1,5,1,0.003821,0.042 10594 3
172 1,6,1,0.016632,0.237 7000 3
173 1,1,1,0.000956,0.125 1271 3
174 1,1,1,0.000352,0.105 1323 3
175 1,1,1,0.000235,0.105 1300 3
176 1,1,1,0.000240,0.074 1252 3
177 1,1,1,0.000410,0.155 1248 3
178 1,1,1,0.000208,0.086 1238 3
179 1,1,1,0.000497,0.072 1291 3
180 1,1,1,0.000203,0.074 1307 3
181 1,1,1,0.000444,0.076 1283 3
182 1,1,1,0.000234,0.086 1295 3
183 2,1,1,0.004178,0.355 1724 3
184 2,2,1,0.005630,0.365 3278 3
185 2,0,1,0.002873,0.170 345 3
186 2,8,1,0.002364,0.069 1528 3
187 2,0,1,0.003514,0.240 1765 3
188 2,0,1,0.003611,0.306 1181 3
189 2,7,1,0.002658,0.234 4458 3
190 2,7,1,0.002968,0.261 8524 3
191 2,7,1,0.002968,0.200 11997 3
192 2,7,1,0.003396,0.201 16621 3
193 2,3,1,0.003160,0.251 1768 3
194 2,3,1,0.003380,0.200 3481 3
195 2,9,1,0.003072,0.111 1237 3
196 2,6,1,0.018781,0.604 2383 3
197 2,0,1,0.001682,0.028 908 3
198 2,0,1,0.001609,0.034 1772 3
199 2,5,1,0.011623,0.370 6041 3
200 2,6,1,0.016360,0.666 3500 3
201 2,1,1,0.000325,0.254 1068 3
202 2,1,1,0.000420,0.251 1067 3
203 2,1,1,0.000233,0.245 1064 3
204 2,1,1,0.000268,0.228 1060 3
205 2,1,1,0.000396,0.349 1065 3
206 2,1,1,0.000707,0.169 1051 3
207 2,1,1,0.000295,0.230 1075 3
208 2,1,1,0.000142,0.247 1060 3
209 2,1,1,0.000228,0.194 1062 3
210 2,1,1,0.000158,0.251 1045 3
211 3,1,1,0.005163,0.371 1188 3
212 3,4,1,0.005736,0.408 1185 3
213 3,2,1,0.008311,0.405 2199 3
214 3,0,1,0.003002,0.203 943 3
215 3,8,1,0.001786,0.067 2789 3
216 3,0,1,0.002849,0.293 1871 3
217 3,7,1,0.003243,0.329 3086 3
218 3,7,1,0.003909,0.290 6037 3
219 3,7,1,0.003441,0.307 8928 3
220 3,3,1,0.003607,0.207 5396 3
221 3,3,1,0.002376,0.150 10591 3
222 3,9,1,0.002917,0.093 2269 3
223 3,1,1,0.000348,0.267 2430 3
224 3,1,1,0.000290,0.168 2422 3
225 3,1,1,0.000279,0.228 2442 3
226 3,1,1,0.000217,0.131 2419 3
227 3,1,1,0.000369,0.193 2398 3
228 3,1,1,9.627299,0.243 2419 3
229 3,1,1,0.000152,0.187 2450 3
230 3,1,1,6.142147,0.235 2401 3
231 3,1,1,0.000195,0.253 2440 3
232 3,1,1,0.000193,0.178 2376 3
233 4,1,1,0.008887,0.442 745 3
234 4,4,1,0.010738,0.538 497 3
235 4,2,1,0.010352,0.548 1387 3
236 4,8,1,0.002055,0.163 1756 3
237 4,0,1,0.008380,0.374 690 3
238 4,0,1,0.005549,0.419 1181 3
239 4,7,1,0.006741,0.488 1959 3
240 4,7,1,0.006653,0.476 3845 3
241 4,1,1,0.000256,0.412 1551 3
242 4,1,1,0.000179,0.195 1532 3
243 4,1,1,0.000207,0.347 1554 3
244 4,1,1,0.000215,0.400 1542 3
245 4,1,1,0.000669,0.370 1518 3
246 4,1,1,6.901289,0.225 1530 3
247 4,1,1,0.000227,0.387 1545 3
248 4,1,1,0.000256,0.257 1546 3
249 4,1,1,0.000126,0.410 1548 3
250 4,1,1,0.000161,0.323 1553 3
251 1,1,2,0,0 1200 3
252 1,0,2,0,0 800 3
253 1,0,2,0,0 800 3
254 1,0,2,0,0 800 3
255 1,0,2,0,0 800 3
256 1,0,2,0,0 3200 3
257 1,0,2,0,0 800 3
258 1,0,2,0,0 3200 3
259 1,0,2,0,0 3200 3
260 1,0,2,0,0 3200 3
261 1,0,2,0,0 800 3
262 1,0,2,0,0 3200 3
263 1,0,2,0,0 800 3
264 1,0,2,0,0 800 3
265 1,0,2,0,0 2000 3
266 1,0,2,0,0 2400 3
267 1,0,2,0,0 3200 3
268 1,0,2,0,0 3200 3
269 1,0,2,0,0 1600 3
270 1,0,2,0,0 800 3
271 1,0,2,0,0 800 3
272 1,0,2,0,0 3200 3
273 1,0,2,0,0 3200 3
274 1,0,2,0,0 3200 3
275 1,0,2,0,0 3200 3
276 1,0,2,0,0 3200 3
277 1,0,2,0,0 2666 3
278 1,0,2,0,0 2763 3
279 1,0,2,0,0 1600 3
280 1,0,2,0,0 800 3
281 1,0,2,0,0 1600 3
282 1,0,2,0,0 3200 3
283 1,0,2,0,0 3200 3
284 1,0,2,0,0 1600 3
285 1,0,2,0,0 2773 3
286 1,0,2,0,0 1600 3
287 1,0,2,0,0 1600 3
288 1,0,2,0,0 3200 3
289 1,0,2,0,0 2866 3
290 1,0,2,0,0 1600 3
291 1,0,2,0,0 2133 3
292 1,0,2,0,0 2600 3
293 1,0,2,0,0 1600 3
294 1,0,2,0,0 1600 3
295 1,0,2,0,0 1600 3
296 1,0,2,0,0 2560 3
297 1,0,2,0,0 2666 3
298 1,0,2,0,0 3200 3
299 1,0,2,0,0 2666 3
300 1,0,2,0,0 3200 3
301 1,0,2,0,0 3200 3
302 1,0,2,0,0 3200 3
303 1,0,2,0,0 2933 3
304 1,0,2,0,0 800 3
305 1,0,2,0,0 2921 3
306 1,0,2,0,0 2133 3
307 1,0,2,0,0 2000 3
308 1,0,2,0,0 800 3
309 1,0,2,0,0 3033 3
310 1,0,2,0,0 800 3
311 1,0,2,0,0 800 3
312 1,0,2,0,0 800 3
313 1,0,2,0,0 800 3
314 1,0,2,0,0 1600 3
315 1,0,2,0,0 2666 3
316 1,0,2,0,0 2886 3
317 1,0,2,0,0 2800 3
318 1,0,2,0,0 1600 3
319 1,0,2,0,0 3066 3
320 1,0,2,0,0 2986 3
321 1,0,2,0,0 3200 3
322 1,0,2,0,0 1600 3
323 1,0,2,0,0 2880 3
324 1,0,2,0,0 2666 3
325 1,0,2,0,0 1600 3
326 1,0,2,0,0 2240 3
327 1,0,2,0,0 3200 3
328 1,0,2,0,0 2830 3
329 1,0,2,0,0 3200 3
330 1,0,2,0,0 2666 3
331 1,0,2,0,0 1600 3
332 1,0,2,0,0 2909 3
333 1,0,2,0,0 2933 3
334 1,0,2,0,0 2400 3
335 1,0,2,0,0 2912 3
336 1,0,2,0,0 3200 3
337 1,0,2,0,0 2720 3
338 1,0,2,0,0 2953 3
339 1,0,2,0,0 2400 3
340 1,0,2,0,0 3000 3
341 1,0,2,0,0 2967 3
342 1,0,2,0,0 3060 3
343 1,0,2,0,0 2863 3
344 1,0,2,0,0 2800 3
345 1,0,2,0,0 1600 3
346 1,0,2,0,0 2400 3
347 1,0,2,0,0 3200 3
348 1,0,2,0,0 2400 3
349 1,0,2,0,0 2400 3
350 1,0,2,0,0 2707 3
351 1,0,2,0,0 2895 3
352 1,0,2,0,0 2819 3
353 1,0,2,0,0 2800 3
354 1,0,2,0,0 3006 3
355 1,0,2,0,0 3043 3
356 1,0,2,0,0 3054 3
357 1,0,2,0,0 2800 3
358 1,0,2,0,0 2880 3
359 1,0,2,0,0 3200 3
360 1,0,2,0,0 3200 3
361 1,0,2,0,0 3200 3
362 1,0,2,0,0 2666 3
363 1,0,2,0,0 3200 3
364 1,0,2,0,0 3000 3
365 1,0,2,0,0 2823 3
366 1,0,2,0,0 3022 3
367 1,0,2,0,0 2600 3
368 1,0,2,0,0 3200 3
369 1,0,2,0,0 3200 3
370 1,0,2,0,0 2800 3
371 1,0,2,0,0 2666 3
372 1,0,2,0,0 3200 3
373 1,0,2,0,0 1600 3
374 1,0,2,0,0 1600 3
375 1,0,2,0,0 3200 3
376 1,0,2,0,0 3200 3
377 1,0,2,0,0 1600 3
378 1,0,2,0,0 3200 3
379 1,0,2,0,0 3200 3
380 1,0,2,0,0 1600 3
381 1,0,2,0,0 1600 3
